"Date","Age Group","Sex","Sinovac 1st dose","Sinovac 2nd dose","Sinovac 3rd dose","BioNTech 1st dose","BioNTech 2nd dose","BioNTech 3rd dose"
"2021-08-23","0-19","M","39","53","0","1759","1553","0"
"2021-08-23","20-29","F","178","298","0","2119","2487","0"
"2021-08-23","20-29","M","176","218","0","2156","2111","0"
"2021-08-23","30-39","F","397","650","0","1998","2332","0"
"2021-08-23","30-39","M","249","368","0","1583","1960","0"
"2021-08-23","40-49","F","709","1311","0","1607","1975","0"
"2021-08-23","40-49","M","397","668","0","1121","1339","0"
"2021-08-23","50-59","F","1106","1896","0","1381","1770","0"
"2021-08-23","50-59","M","727","1128","0","990","1232","0"
"2021-08-23","60-69","F","1167","1524","0","1062","1163","0"
"2021-08-23","60-69","M","992","1272","0","1037","895","0"
"2021-08-23","70-79","F","508","608","0","378","602","0"
"2021-08-23","70-79","M","430","530","0","348","680","0"
"2021-08-23","80 and above","F","228","144","0","78","123","0"
"2021-08-23","80 and above","M","177","136","0","105","163","0"
"2021-08-24","0-19","F","31","35","0","1827","1598","0"
"2021-08-24","0-19","M","50","41","0","1948","1482","0"
"2021-08-24","20-29","F","160","241","0","2142","2026","0"
"2021-08-24","20-29","M","150","225","0","2195","1809","0"
"2021-08-24","30-39","F","399","621","2","2047","2144","0"
"2021-08-24","30-39","M","251","397","0","1633","1728","1"
"2021-08-24","40-49","F","686","1081","4","1771","1918","1"
"2021-08-24","40-49","M","357","559","0","1092","1169","0"
"2021-08-24","50-59","F","978","1542","3","1541","1713","6"
"2021-08-24","50-59","M","636","922","3","1105","1075","0"
"2021-08-24","60-69","F","998","1319","1","1130","1157","1"
"2021-08-24","60-69","M","871","1124","2","973","932","1"
"2021-08-24","70-79","F","477","553","0","347","638","0"
"2021-08-24","70-79","M","421","469","0","340","703","0"
"2021-08-24","80 and above","F","280","136","0","105","119","0"
"2021-08-24","80 and above","M","169","133","0","103","152","0"
"2021-08-25","0-19","F","17","55","0","1729","1589","0"
"2021-08-25","0-19","M","27","50","0","1691","1555","0"
"2021-08-25","20-29","F","159","252","0","2029","2439","0"
"2021-08-25","20-29","M","162","216","0","1929","2029","0"
"2021-08-25","30-39","F","346","633","0","2122","2440","0"
"2021-08-25","30-39","M","236","370","0","1500","1897","0"
"2021-08-25","40-49","F","645","1237","0","1677","2046","0"
"2021-08-25","40-49","M","345","576","0","1049","1233","0"
"2021-08-25","50-59","F","887","1684","0","1434","1854","0"
"2021-08-25","50-59","M","546","976","0","917","1109","0"
"2021-08-25","60-69","F","942","1281","0","976","1227","0"
"2021-08-25","60-69","M","820","1076","0","883","920","0"
"2021-08-25","70-79","F","387","492","0","342","546","0"
"2021-08-25","70-79","M","401","438","0","311","622","0"
"2021-08-25","80 and above","F","190","129","0","104","122","0"
"2021-08-25","80 and above","M","120","128","0","79","129","0"
"2021-08-26","0-19","F","32","40","0","1227","1209","0"
"2021-08-26","0-19","M","40","45","0","1201","1116","0"
"2021-08-26","20-29","F","190","298","0","1989","3220","0"
"2021-08-26","20-29","M","172","231","0","1768","2392","0"
"2021-08-26","30-39","F","412","718","0","2074","3581","0"
"2021-08-26","30-39","M","254","403","0","1423","2615","0"
"2021-08-26","40-49","F","679","1321","0","1585","2871","0"
"2021-08-26","40-49","M","376","652","0","938","1686","0"
"2021-08-26","50-59","F","999","2039","0","1372","2385","0"
"2021-08-26","50-59","M","587","1083","0","808","1271","0"
"2021-08-26","60-69","F","948","1504","0","890","1260","0"
"2021-08-26","60-69","M","882","1152","0","795","874","0"
"2021-08-26","70-79","F","449","741","0","269","484","0"
"2021-08-26","70-79","M","390","706","0","304","545","0"
"2021-08-26","80 and above","F","275","169","0","82","97","0"
"2021-08-26","80 and above","M","164","196","0","92","120","0"
"2021-08-27","0-19","F","46","42","0","1373","1169","0"
"2021-08-27","0-19","M","37","48","0","1451","1113","0"
"2021-08-27","20-29","F","198","314","0","1842","3204","0"
"2021-08-27","20-29","M","179","255","0","1370","2293","0"
"2021-08-27","30-39","F","453","785","0","2149","4025","0"
"2021-08-27","30-39","M","243","407","0","1300","2527","0"
"2021-08-27","40-49","F","786","1481","0","1813","3596","0"
"2021-08-27","40-49","M","433","710","0","968","1838","0"
"2021-08-27","50-59","F","1210","2146","0","1379","2837","0"
"2021-08-27","50-59","M","687","1162","0","833","1402","0"
"2021-08-27","60-69","F","1014","1582","0","864","1383","0"
"2021-08-27","60-69","M","830","1153","0","664","872","0"
"2021-08-27","70-79","F","442","664","0","224","548","0"
"2021-08-27","70-79","M","359","643","0","218","571","0"
"2021-08-27","80 and above","F","167","175","0","54","106","0"
"2021-08-27","80 and above","M","134","175","0","47","99","0"
"2021-08-28","0-19","F","37","45","0","1264","1463","0"
"2021-08-28","0-19","M","29","61","0","1341","1367","0"
"2021-08-28","20-29","F","207","312","0","1782","3402","0"
"2021-08-28","20-29","M","149","274","0","1226","2207","0"
"2021-08-28","30-39","F","414","771","0","2048","4030","0"
"2021-08-28","30-39","M","207","414","0","1137","2442","0"
"2021-08-28","40-49","F","678","1336","0","1650","3397","0"
"2021-08-28","40-49","M","378","728","0","905","1830","0"
"2021-08-28","50-59","F","929","1825","0","1309","2701","0"
"2021-08-28","50-59","M","639","1205","0","739","1523","0"
"2021-08-28","60-69","F","866","1257","0","917","1478","0"
"2021-08-28","60-69","M","738","1018","0","808","1002","0"
"2021-08-28","70-79","F","357","604","0","262","554","0"
"2021-08-28","70-79","M","317","539","0","234","470","0"
"2021-08-28","80 and above","F","226","168","0","81","142","0"
"2021-08-28","80 and above","M","131","140","0","63","102","0"
"2021-08-29","0-19","F","21","19","2","1496","1708","0"
"2021-08-29","0-19","M","24","29","7","1502","1639","0"
"2021-08-29","20-29","F","174","273","0","1917","3259","0"
"2021-08-29","20-29","M","126","227","1","1338","2368","0"
"2021-08-29","30-39","F","311","690","1","2118","3405","0"
"2021-08-29","30-39","M","158","305","0","1136","2224","0"
"2021-08-29","40-49","F","425","1007","10","1605","2812","0"
"2021-08-29","40-49","M","227","546","4","816","1636","0"
"2021-08-29","50-59","F","420","972","2","1062","2119","0"
"2021-08-29","50-59","M","367","849","5","730","1319","0"
"2021-08-29","60-69","F","347","657","0","626","1091","0"
"2021-08-29","60-69","M","396","664","1","633","920","0"
"2021-08-29","70-79","F","118","277","0","216","386","0"
"2021-08-29","70-79","M","77","282","0","173","378","0"
"2021-08-29","80 and above","F","47","66","0","53","78","0"
"2021-08-29","80 and above","M","30","69","0","56","78","0"
"2021-08-30","0-19","F","32","55","0","1500","1301","0"
"2021-08-30","0-19","M","49","52","0","1566","1278","0"
"2021-08-30","20-29","F","165","330","0","1825","3461","0"
"2021-08-30","20-29","M","164","311","0","1618","3026","0"
"2021-08-30","30-39","F","391","839","0","1798","3416","0"
"2021-08-30","30-39","M","270","553","0","1309","2870","0"
"2021-08-30","40-49","F","693","1564","0","1313","2594","0"
"2021-08-30","40-49","M","400","830","0","888","1801","0"
"2021-08-30","50-59","F","1101","2277","0","1032","2341","0"
"2021-08-30","50-59","M","687","1333","0","776","1397","0"
"2021-08-30","60-69","F","1068","1752","0","892","1260","0"
"2021-08-30","60-69","M","848","1488","0","762","945","0"
"2021-08-30","70-79","F","490","923","0","341","515","0"
"2021-08-30","70-79","M","413","847","0","291","540","0"
"2021-08-30","80 and above","F","231","230","0","112","115","0"
"2021-08-30","80 and above","M","186","242","0","124","122","0"
"2021-08-31","0-19","F","20","52","0","1014","1148","0"
"2021-08-31","0-19","M","31","64","0","1177","1174","0"
"2021-08-31","20-29","F","153","326","0","1460","3249","0"
"2021-08-31","20-29","M","146","308","0","1441","2954","0"
"2021-08-31","30-39","F","375","891","0","1587","3454","0"
"2021-08-31","30-39","M","230","499","0","1137","2872","0"
"2021-08-31","40-49","F","609","1568","0","1238","2654","0"
"2021-08-31","40-49","M","352","868","0","817","1881","0"
"2021-08-31","50-59","F","901","2259","0","1105","2438","0"
"2021-08-31","50-59","M","555","1311","0","720","1463","0"
"2021-08-31","60-69","F","940","1884","0","787","1502","0"
"2021-08-31","60-69","M","775","1520","0","708","1088","0"
"2021-08-31","70-79","F","480","899","0","266","551","0"
"2021-08-31","70-79","M","365","832","0","271","631","0"
"2021-08-31","80 and above","F","271","245","0","90","135","0"
"2021-08-31","80 and above","M","157","238","0","85","155","0"
"2021-09-01","0-19","F","19","31","0","955","887","0"
"2021-09-01","0-19","M","20","41","0","1054","1006","0"
"2021-09-01","20-29","F","157","201","0","1595","1810","0"
"2021-09-01","20-29","M","142","165","0","1815","1885","0"
"2021-09-01","30-39","F","293","507","0","1677","1697","0"
"2021-09-01","30-39","M","199","337","0","1245","1493","0"
"2021-09-01","40-49","F","486","876","0","1509","1445","0"
"2021-09-01","40-49","M","303","506","0","952","991","0"
"2021-09-01","50-59","F","781","1372","0","1426","1407","0"
"2021-09-01","50-59","M","547","816","0","986","1021","0"
"2021-09-01","60-69","F","928","1382","0","1064","1634","0"
"2021-09-01","60-69","M","707","1118","0","912","1704","0"
"2021-09-01","70-79","F","458","739","0","379","402","0"
"2021-09-01","70-79","M","391","692","0","360","455","0"
"2021-09-01","80 and above","F","252","220","0","138","106","0"
"2021-09-01","80 and above","M","174","209","0","129","121","0"
"2021-09-02","0-19","F","22","22","0","820","834","0"
"2021-09-02","0-19","M","17","33","0","1029","836","0"
"2021-09-02","20-29","F","153","193","0","1440","1918","0"
"2021-09-02","20-29","M","147","198","0","1686","1867","0"
"2021-09-02","30-39","F","335","539","0","1627","1857","0"
"2021-09-02","30-39","M","198","289","0","1169","1567","0"
"2021-09-02","40-49","F","491","934","0","1416","1599","0"
"2021-09-02","40-49","M","324","505","0","955","1075","0"
"2021-09-02","50-59","F","727","1401","0","1374","1461","0"
"2021-09-02","50-59","M","526","887","0","894","946","0"
"2021-09-02","60-69","F","809","1413","0","1032","1395","0"
"2021-09-02","60-69","M","653","1144","0","821","1306","0"
"2021-09-02","70-79","F","414","759","0","365","413","0"
"2021-09-02","70-79","M","348","646","0","348","410","0"
"2021-09-02","80 and above","F","222","211","0","158","91","0"
"2021-09-02","80 and above","M","135","189","0","114","110","0"
"2021-09-03","0-19","F","27","34","0","1676","1623","0"
"2021-09-03","0-19","M","27","41","0","1453","1512","0"
"2021-09-03","20-29","F","145","253","0","1417","2353","0"
"2021-09-03","20-29","M","119","222","0","1433","1885","0"
"2021-09-03","30-39","F","303","667","0","2141","2781","0"
"2021-09-03","30-39","M","189","386","0","1191","1767","0"
"2021-09-03","40-49","F","550","1208","0","1938","2490","0"
"2021-09-03","40-49","M","294","642","0","973","1336","0"
"2021-09-03","50-59","F","763","1800","0","1479","1990","0"
"2021-09-03","50-59","M","487","1083","0","901","1113","0"
"2021-09-03","60-69","F","747","1704","0","925","1572","0"
"2021-09-03","60-69","M","681","1307","0","717","1255","0"
"2021-09-03","70-79","F","402","692","0","340","407","0"
"2021-09-03","70-79","M","321","646","0","299","421","0"
"2021-09-03","80 and above","F","193","204","0","100","86","0"
"2021-09-03","80 and above","M","140","188","0","86","98","0"
"2021-09-04","0-19","F","31","53","0","1928","2165","1"
"2021-09-04","0-19","M","32","47","0","1988","2222","3"
"2021-09-04","20-29","F","119","328","0","1634","2720","0"
"2021-09-04","20-29","M","105","273","0","1432","1953","0"
"2021-09-04","30-39","F","283","727","0","2307","2886","0"
"2021-09-04","30-39","M","160","384","0","1208","1651","0"
"2021-09-04","40-49","F","454","1182","0","2078","2392","1"
"2021-09-04","40-49","M","276","658","0","1151","1355","1"
"2021-09-04","50-59","F","546","1490","0","1486","1859","0"
"2021-09-04","50-59","M","443","1073","0","1039","1163","0"
"2021-09-04","60-69","F","604","1262","0","916","1500","0"
"2021-09-04","60-69","M","513","1181","0","752","1368","0"
"2021-09-04","70-79","F","275","614","0","333","429","0"
"2021-09-04","70-79","M","195","491","0","240","380","0"
"2021-09-04","80 and above","F","147","193","0","97","94","0"
"2021-09-04","80 and above","M","87","136","0","74","99","0"
"2021-09-05","0-19","F","14","43","3","1362","1655","0"
"2021-09-05","0-19","M","16","36","9","1585","1803","0"
"2021-09-05","20-29","F","74","254","0","1497","2336","0"
"2021-09-05","20-29","M","47","199","0","1306","2031","0"
"2021-09-05","30-39","F","177","540","0","2046","2592","0"
"2021-09-05","30-39","M","95","280","0","1010","1503","0"
"2021-09-05","40-49","F","233","728","5","1658","2237","0"
"2021-09-05","40-49","M","160","449","3","813","1132","0"
"2021-09-05","50-59","F","230","761","3","1026","1563","0"
"2021-09-05","50-59","M","206","704","4","772","1133","0"
"2021-09-05","60-69","F","225","532","0","576","1107","0"
"2021-09-05","60-69","M","227","661","0","478","1182","0"
"2021-09-05","70-79","F","73","209","0","231","295","0"
"2021-09-05","70-79","M","56","195","0","147","272","0"
"2021-09-05","80 and above","F","54","69","0","83","91","0"
"2021-09-05","80 and above","M","26","43","0","59","69","0"
"2021-09-06","0-19","F","19","27","0","584","1017","0"
"2021-09-06","0-19","M","21","40","0","654","1091","0"
"2021-09-06","20-29","F","119","251","0","979","1950","0"
"2021-09-06","20-29","M","127","253","0","1136","2257","0"
"2021-09-06","30-39","F","276","520","0","1050","2021","0"
"2021-09-06","30-39","M","192","350","0","908","1942","0"
"2021-09-06","40-49","F","487","997","0","863","1712","0"
"2021-09-06","40-49","M","283","580","0","677","1229","0"
"2021-09-06","50-59","F","684","1496","0","910","1615","0"
"2021-09-06","50-59","M","499","971","0","594","1202","0"
"2021-09-06","60-69","F","760","1475","0","722","1488","0"
"2021-09-06","60-69","M","578","1253","0","541","1399","0"
"2021-09-06","70-79","F","399","629","0","281","433","0"
"2021-09-06","70-79","M","320","649","0","274","442","0"
"2021-09-06","80 and above","F","181","203","0","99","109","0"
"2021-09-06","80 and above","M","144","172","0","95","92","0"
"2021-09-07","0-19","F","14","38","0","407","962","0"
"2021-09-07","0-19","M","12","41","0","547","1083","0"
"2021-09-07","20-29","F","107","214","0","749","1788","0"
"2021-09-07","20-29","M","124","182","0","779","2030","0"
"2021-09-07","30-39","F","257","466","0","853","1833","0"
"2021-09-07","30-39","M","185","295","0","632","1683","0"
"2021-09-07","40-49","F","435","829","0","713","1596","0"
"2021-09-07","40-49","M","250","496","0","461","1193","0"
"2021-09-07","50-59","F","580","1286","0","703","1524","0"
"2021-09-07","50-59","M","394","846","0","478","1167","0"
"2021-09-07","60-69","F","629","1343","0","573","1354","0"
"2021-09-07","60-69","M","571","1128","0","497","1296","0"
"2021-09-07","70-79","F","347","650","0","244","424","0"
"2021-09-07","70-79","M","294","676","0","248","404","0"
"2021-09-07","80 and above","F","187","240","0","93","101","0"
"2021-09-07","80 and above","M","118","240","0","87","88","0"
"2021-09-08","0-19","F","6","23","0","388","990","0"
"2021-09-08","0-19","M","13","34","0","451","1093","0"
"2021-09-08","20-29","F","105","209","0","704","1913","0"
"2021-09-08","20-29","M","95","206","0","721","2090","0"
"2021-09-08","30-39","F","229","462","0","843","1963","0"
"2021-09-08","30-39","M","158","282","0","573","1735","0"
"2021-09-08","40-49","F","372","848","0","690","1610","0"
"2021-09-08","40-49","M","255","490","0","450","1144","0"
"2021-09-08","50-59","F","617","1279","0","660","1595","0"
"2021-09-08","50-59","M","377","818","0","474","1127","0"
"2021-09-08","60-69","F","674","1517","0","613","1290","0"
"2021-09-08","60-69","M","556","1379","0","464","1184","0"
"2021-09-08","70-79","F","359","637","0","257","380","0"
"2021-09-08","70-79","M","270","615","0","214","375","0"
"2021-09-08","80 and above","F","208","200","0","82","103","0"
"2021-09-08","80 and above","M","114","191","0","80","98","0"
"2021-09-09","0-19","F","15","20","0","578","872","0"
"2021-09-09","0-19","M","18","22","0","593","978","0"
"2021-09-09","20-29","F","103","220","0","854","2344","0"
"2021-09-09","20-29","M","93","207","0","854","2282","0"
"2021-09-09","30-39","F","242","519","0","987","2482","0"
"2021-09-09","30-39","M","169","358","0","780","1974","0"
"2021-09-09","40-49","F","394","959","0","815","1947","0"
"2021-09-09","40-49","M","242","514","0","560","1286","0"
"2021-09-09","50-59","F","640","1444","0","733","1655","0"
"2021-09-09","50-59","M","375","896","0","483","1097","0"
"2021-09-09","60-69","F","646","1454","0","568","1110","0"
"2021-09-09","60-69","M","546","1320","0","444","1002","0"
"2021-09-09","70-79","F","426","640","0","220","333","0"
"2021-09-09","70-79","M","307","602","0","215","300","0"
"2021-09-09","80 and above","F","199","213","0","88","89","0"
"2021-09-09","80 and above","M","155","189","0","68","93","0"
"2021-09-10","0-19","F","37","52","0","1239","2477","0"
"2021-09-10","0-19","M","24","27","0","1138","2246","0"
"2021-09-10","20-29","F","118","271","0","812","2900","0"
"2021-09-10","20-29","M","125","208","0","713","2041","0"
"2021-09-10","30-39","F","320","653","0","1132","3372","0"
"2021-09-10","30-39","M","181","319","0","630","1933","0"
"2021-09-10","40-49","F","494","1200","0","976","2750","0"
"2021-09-10","40-49","M","276","597","0","544","1378","0"
"2021-09-10","50-59","F","703","1661","0","827","2087","0"
"2021-09-10","50-59","M","421","947","0","447","1159","0"
"2021-09-10","60-69","F","777","1671","0","618","1386","0"
"2021-09-10","60-69","M","564","1419","0","491","1021","0"
"2021-09-10","70-79","F","416","665","0","260","389","0"
"2021-09-10","70-79","M","328","566","0","223","330","0"
"2021-09-10","80 and above","F","187","205","0","66","102","0"
"2021-09-10","80 and above","M","160","196","0","64","71","0"
"2021-09-11","0-19","F","32","77","0","1466","3392","0"
"2021-09-11","0-19","M","31","86","0","1520","3155","0"
"2021-09-11","20-29","F","99","330","0","1007","3314","0"
"2021-09-11","20-29","M","79","269","0","904","2430","0"
"2021-09-11","30-39","F","251","697","0","1426","3224","0"
"2021-09-11","30-39","M","145","373","0","815","1780","0"
"2021-09-11","40-49","F","363","1027","0","1301","2773","0"
"2021-09-11","40-49","M","250","624","0","777","1394","0"
"2021-09-11","50-59","F","521","1362","0","908","1858","0"
"2021-09-11","50-59","M","380","987","0","682","1195","0"
"2021-09-11","60-69","F","537","1302","0","661","1201","0"
"2021-09-11","60-69","M","431","1215","0","529","1050","0"
"2021-09-11","70-79","F","264","473","0","268","351","0"
"2021-09-11","70-79","M","193","436","0","209","295","0"
"2021-09-11","80 and above","F","134","176","0","85","92","0"
"2021-09-11","80 and above","M","90","114","0","57","68","0"
"2021-09-12","0-19","F","10","32","0","845","2029","0"
"2021-09-12","0-19","M","8","49","0","912","2206","0"
"2021-09-12","20-29","F","67","225","0","896","2374","0"
"2021-09-12","20-29","M","44","178","0","722","2220","0"
"2021-09-12","30-39","F","161","454","0","1186","2602","0"
"2021-09-12","30-39","M","86","225","0","604","1493","0"
"2021-09-12","40-49","F","174","615","0","912","2033","0"
"2021-09-12","40-49","M","108","379","0","461","1135","0"
"2021-09-12","50-59","F","210","595","0","623","1366","0"
"2021-09-12","50-59","M","178","584","0","404","1091","0"
"2021-09-12","60-69","F","190","548","0","365","863","0"
"2021-09-12","60-69","M","217","807","0","325","891","0"
"2021-09-12","70-79","F","86","170","0","140","231","0"
"2021-09-12","70-79","M","71","166","0","108","185","0"
"2021-09-12","80 and above","F","43","67","0","61","68","0"
"2021-09-12","80 and above","M","20","47","0","44","50","0"
"2021-09-13","0-19","F","14","27","0","358","892","0"
"2021-09-13","0-19","M","19","46","0","450","968","0"
"2021-09-13","20-29","F","90","188","0","521","1769","0"
"2021-09-13","20-29","M","96","192","0","601","2003","0"
"2021-09-13","30-39","F","239","478","0","625","1803","0"
"2021-09-13","30-39","M","175","326","0","539","1680","0"
"2021-09-13","40-49","F","367","867","0","489","1434","0"
"2021-09-13","40-49","M","244","427","0","369","1150","0"
"2021-09-13","50-59","F","509","1270","0","478","1277","0"
"2021-09-13","50-59","M","402","825","0","361","995","0"
"2021-09-13","60-69","F","657","1403","0","435","1091","0"
"2021-09-13","60-69","M","532","1218","0","403","1021","0"
"2021-09-13","70-79","F","370","605","0","194","358","0"
"2021-09-13","70-79","M","320","558","0","203","341","0"
"2021-09-13","80 and above","F","173","188","0","87","82","0"
"2021-09-13","80 and above","M","134","172","0","67","111","0"
"2021-09-14","0-19","F","12","25","0","218","741","0"
"2021-09-14","0-19","M","17","20","0","276","796","0"
"2021-09-14","20-29","F","95","164","0","419","1484","0"
"2021-09-14","20-29","M","92","171","0","466","1601","0"
"2021-09-14","30-39","F","228","458","0","440","1495","0"
"2021-09-14","30-39","M","144","245","0","352","1263","0"
"2021-09-14","40-49","F","339","708","0","333","1233","0"
"2021-09-14","40-49","M","205","359","0","259","840","0"
"2021-09-14","50-59","F","490","1031","0","381","1209","0"
"2021-09-14","50-59","M","332","703","0","248","826","0"
"2021-09-14","60-69","F","565","1178","0","328","958","0"
"2021-09-14","60-69","M","448","1070","0","259","849","0"
"2021-09-14","70-79","F","307","566","0","137","315","0"
"2021-09-14","70-79","M","259","513","0","144","293","0"
"2021-09-14","80 and above","F","166","171","0","69","90","0"
"2021-09-14","80 and above","M","130","184","0","59","88","0"
"2021-09-15","0-19","F","5","21","0","236","665","0"
"2021-09-15","0-19","M","19","31","0","291","740","0"
"2021-09-15","20-29","F","103","164","0","413","1555","0"
"2021-09-15","20-29","M","85","144","0","454","1554","0"
"2021-09-15","30-39","F","229","357","0","456","1600","0"
"2021-09-15","30-39","M","136","271","0","397","1233","0"
"2021-09-15","40-49","F","335","721","0","412","1248","0"
"2021-09-15","40-49","M","202","395","0","247","853","0"
"2021-09-15","50-59","F","478","1028","0","346","1152","0"
"2021-09-15","50-59","M","357","658","0","277","790","0"
"2021-09-15","60-69","F","556","1189","0","336","905","0"
"2021-09-15","60-69","M","425","1036","0","271","835","0"
"2021-09-15","70-79","F","312","515","0","174","318","0"
"2021-09-15","70-79","M","240","477","0","124","303","0"
"2021-09-15","80 and above","F","177","212","0","52","102","0"
"2021-09-15","80 and above","M","118","171","0","44","74","0"
"2021-09-16","0-19","F","15","26","0","417","263","0"
"2021-09-16","0-19","M","8","25","0","475","245","0"
"2021-09-16","20-29","F","77","189","0","503","2022","0"
"2021-09-16","20-29","M","99","156","0","548","1696","0"
"2021-09-16","30-39","F","200","404","1","613","2065","4"
"2021-09-16","30-39","M","149","260","0","442","1526","0"
"2021-09-16","40-49","F","299","744","3","447","1530","2"
"2021-09-16","40-49","M","180","414","1","317","947","2"
"2021-09-16","50-59","F","447","1141","3","418","1274","4"
"2021-09-16","50-59","M","309","694","2","268","784","2"
"2021-09-16","60-69","F","472","1042","1","308","849","3"
"2021-09-16","60-69","M","388","959","3","294","782","3"
"2021-09-16","70-79","F","260","529","0","137","256","1"
"2021-09-16","70-79","M","223","430","3","119","300","1"
"2021-09-16","80 and above","F","151","203","0","41","74","0"
"2021-09-16","80 and above","M","91","168","0","47","86","0"
"2021-09-17","0-19","F","16","30","0","928","673","0"
"2021-09-17","0-19","M","17","27","0","892","557","0"
"2021-09-17","20-29","F","115","213","1","545","2439","0"
"2021-09-17","20-29","M","81","168","0","521","1669","0"
"2021-09-17","30-39","F","255","507","1","824","2700","0"
"2021-09-17","30-39","M","152","259","0","534","1583","0"
"2021-09-17","40-49","F","437","947","0","724","2308","0"
"2021-09-17","40-49","M","227","429","1","429","1208","0"
"2021-09-17","50-59","F","540","1326","0","565","1689","0"
"2021-09-17","50-59","M","359","795","1","354","968","0"
"2021-09-17","60-69","F","523","1260","0","365","989","0"
"2021-09-17","60-69","M","450","1052","0","313","762","7"
"2021-09-17","70-79","F","269","521","0","144","263","0"
"2021-09-17","70-79","M","198","450","1","114","242","2"
"2021-09-17","80 and above","F","118","168","0","42","63","0"
"2021-09-17","80 and above","M","95","137","0","37","51","0"
"2021-09-18","0-19","F","25","57","0","1068","1159","1"
"2021-09-18","0-19","M","18","78","0","931","1038","1"
"2021-09-18","20-29","F","90","241","0","776","3033","0"
"2021-09-18","20-29","M","78","187","0","676","2353","0"
"2021-09-18","30-39","F","185","533","0","1010","2801","0"
"2021-09-18","30-39","M","115","276","0","625","1626","0"
"2021-09-18","40-49","F","272","791","0","868","2463","0"
"2021-09-18","40-49","M","183","465","0","550","1228","0"
"2021-09-18","50-59","F","362","1009","0","628","1859","0"
"2021-09-18","50-59","M","251","782","0","435","1114","0"
"2021-09-18","60-69","F","358","975","0","443","1235","0"
"2021-09-18","60-69","M","291","947","0","372","994","0"
"2021-09-18","70-79","F","185","406","0","158","333","0"
"2021-09-18","70-79","M","117","297","0","128","261","0"
"2021-09-18","80 and above","F","143","165","0","55","93","0"
"2021-09-18","80 and above","M","73","114","0","51","79","0"
"2021-09-19","0-19","F","11","30","3","431","498","0"
"2021-09-19","0-19","M","5","35","4","518","568","0"
"2021-09-19","20-29","F","52","139","2","509","1800","0"
"2021-09-19","20-29","M","52","123","0","397","1502","0"
"2021-09-19","30-39","F","122","373","0","754","1978","0"
"2021-09-19","30-39","M","48","194","0","367","1135","0"
"2021-09-19","40-49","F","135","455","2","602","1548","0"
"2021-09-19","40-49","M","74","264","1","279","859","0"
"2021-09-19","50-59","F","111","466","5","395","977","0"
"2021-09-19","50-59","M","135","456","4","270","723","0"
"2021-09-19","60-69","F","120","414","0","225","629","0"
"2021-09-19","60-69","M","137","550","2","202","656","0"
"2021-09-19","70-79","F","53","143","0","71","209","0"
"2021-09-19","70-79","M","38","122","0","62","178","0"
"2021-09-19","80 and above","F","37","57","0","31","52","0"
"2021-09-19","80 and above","M","20","41","0","16","49","0"
"2021-09-20","0-19","F","15","20","0","366","184","0"
"2021-09-20","0-19","M","13","24","0","431","220","0"
"2021-09-20","20-29","F","87","174","0","308","1258","0"
"2021-09-20","20-29","M","93","180","0","449","1232","0"
"2021-09-20","30-39","F","207","380","0","416","1312","0"
"2021-09-20","30-39","M","134","247","0","394","1130","0"
"2021-09-20","40-49","F","322","648","0","316","901","0"
"2021-09-20","40-49","M","199","403","0","269","705","0"
"2021-09-20","50-59","F","396","956","0","299","776","0"
"2021-09-20","50-59","M","296","678","0","223","616","0"
"2021-09-20","60-69","F","424","1055","0","265","739","0"
"2021-09-20","60-69","M","357","945","0","223","707","0"
"2021-09-20","70-79","F","250","490","0","118","275","0"
"2021-09-20","70-79","M","192","411","0","119","284","0"
"2021-09-20","80 and above","F","106","201","0","41","100","0"
"2021-09-20","80 and above","M","90","160","0","47","109","0"
"2021-09-21","0-19","F","6","24","0","324","210","0"
"2021-09-21","0-19","M","13","22","0","295","183","0"
"2021-09-21","20-29","F","92","96","0","296","961","0"
"2021-09-21","20-29","M","82","112","0","274","833","0"
"2021-09-21","30-39","F","153","277","0","388","962","0"
"2021-09-21","30-39","M","150","181","0","245","695","0"
"2021-09-21","40-49","F","231","492","0","332","821","0"
"2021-09-21","40-49","M","155","243","0","178","465","1"
"2021-09-21","50-59","F","299","692","0","250","672","0"
"2021-09-21","50-59","M","236","462","1","154","538","1"
"2021-09-21","60-69","F","256","730","1","168","554","1"
"2021-09-21","60-69","M","250","705","2","123","547","2"
"2021-09-21","70-79","F","136","352","0","70","180","0"
"2021-09-21","70-79","M","128","343","1","79","217","1"
"2021-09-21","80 and above","F","73","221","0","28","71","0"
"2021-09-21","80 and above","M","63","132","0","26","63","0"
"2021-09-22","0-19","F","2","6","0","263","239","0"
"2021-09-22","0-19","M","4","8","0","321","288","0"
"2021-09-22","20-29","F","21","66","0","285","1063","0"
"2021-09-22","20-29","M","25","59","0","249","1136","0"
"2021-09-22","30-39","F","50","120","0","352","1104","0"
"2021-09-22","30-39","M","34","92","0","225","794","0"
"2021-09-22","40-49","F","80","215","0","299","953","0"
"2021-09-22","40-49","M","45","151","0","183","600","0"
"2021-09-22","50-59","F","101","283","0","266","940","0"
"2021-09-22","50-59","M","108","198","0","189","660","0"
"2021-09-22","60-69","F","124","362","0","227","777","0"
"2021-09-22","60-69","M","124","345","0","200","687","0"
"2021-09-22","70-79","F","48","168","0","96","286","0"
"2021-09-22","70-79","M","51","169","0","76","296","0"
