23782.0_1.0,53.0
2405.0_3.0,7.0
8866.0_4.0,16.0
35040.0_2.0,31.0
30390.0_4.0,7.0
33550.0_2.0,86.0
2403.0_2.0,46.0
26258.0_3.0,12.0
7882.0_3.0,12.0
27709.0_3.0,22.0
33970.0_5.0,35.0
21604.0_1.0,43.0
29260.0_1.0,32.0
14433.0_2.0,65.0
30164.0_3.0,29.0
33096.0_1.0,36.0
29680.0_4.0,6.0
4355.0_1.0,30.0
21186.0_1.0,57.0
12662.0_1.0,50.0
7690.0_2.0,50.0
27468.0_1.0,58.0
5375.0_3.0,13.0
11642.0_3.0,16.0
16437.0_1.0,48.0
29834.0_2.0,60.0
9148.0_3.0,69.0
10012.0_2.0,37.0
13876.0_1.0,69.0
18908.0_4.0,37.0
7741.0_4.0,28.0
31705.0_1.0,59.0
18119.0_2.0,52.0
12626.0_4.0,15.0
15558.0_2.0,47.0
4391.0_2.0,45.0
14203.0_3.0,17.0
21975.0_3.0,22.0
21870.0_1.0,58.0
31376.0_2.0,29.0
28240.0_3.0,23.0
4829.0_1.0,41.0
24574.0_1.0,68.0
23552.0_2.0,40.0
19262.0_1.0,53.0
24431.0_2.0,54.0
3094.0_1.0,50.0
3847.0_1.0,42.0
15225.0_2.0,41.0
28622.0_3.0,50.0
6587.0_2.0,15.0
13049.0_1.0,52.0
28347.0_1.0,68.0
11749.0_1.0,59.0
7616.0_3.0,57.0
28995.0_2.0,46.0
20343.0_1.0,61.0
29979.0_3.0,14.0
23130.0_3.0,40.0
18014.0_1.0,36.0
8111.0_1.0,60.0
22852.0_1.0,35.0
3478.0_2.0,44.0
32405.0_2.0,40.0
10010.0_1.0,65.0
3248.0_3.0,17.0
140.0_2.0,39.0
10155.0_1.0,64.0
13503.0_2.0,88.0
22065.0_1.0,48.0
20991.0_2.0,57.0
30723.0_1.0,65.0
12894.0_1.0,61.0
13277.0_3.0,17.0
475.0_3.0,48.0
6357.0_3.0,13.0
30403.0_4.0,14.0
26486.0_1.0,51.0
31041.0_1.0,65.0
5107.0_2.0,56.0
34319.0_3.0,10.0
24813.0_2.0,71.0
9289.0_1.0,52.0
34762.0_1.0,69.0
15455.0_1.0,46.0
22304.0_2.0,37.0
10942.0_2.0,39.0
3691.0_1.0,65.0
28904.0_3.0,25.0
23047.0_1.0,38.0
33181.0_3.0,38.0
19264.0_2.0,35.0
6969.0_3.0,30.0
8497.0_5.0,35.0
11137.0_1.0,59.0
17685.0_2.0,65.0
22409.0_3.0,58.0
1566.0_2.0,55.0
12997.0_1.0,63.0
10488.0_1.0,50.0
29604.0_3.0,24.0
18944.0_1.0,53.0
6252.0_2.0,51.0
1564.0_1.0,36.0
17962.0_1.0,30.0
27086.0_1.0,40.0
18946.0_2.0,62.0
12067.0_1.0,35.0
12999.0_2.0,32.0
1182.0_1.0,49.0
30392.0_1.0,29.0
7234.0_2.0,67.0
33885.0_2.0,53.0
29595.0_1.0,25.0
17137.0_2.0,12.0
31758.0_2.0,50.0
21427.0_3.0,35.0
473.0_2.0,66.0
26940.0_2.0,60.0
4673.0_1.0,70.0
7287.0_3.0,60.0
14194.0_1.0,41.0
21043.0_2.0,70.0
7618.0_3.0,12.0
6634.0_2.0,55.0
14011.0_2.0,47.0
27681.0_1.0,65.0
15223.0_2.0,19.0
16207.0_3.0,30.0
33235.0_1.0,53.0
3930.0_3.0,47.0
23429.0_1.0,40.0
1336.0_3.0,13.0
1564.0_2.0,43.0
8761.0_3.0,48.0
16191.0_3.0,31.0
24344.0_2.0,55.0
25556.0_2.0,35.0
30126.0_1.0,63.0
20725.0_2.0,65.0
35147.0_4.0,19.0
9743.0_2.0,74.0
27920.0_1.0,80.0
4402.0_6.0,28.0
4914.0_4.0,35.0
3461.0_2.0,31.0
26710.0_4.0,17.0
4673.0_2.0,33.0
7808.0_4.0,36.0
16435.0_1.0,56.0
19032.0_3.0,58.0
30828.0_2.0,80.0
17419.0_2.0,31.0
32023.0_2.0,65.0
22257.0_2.0,31.0
32671.0_3.0,17.0
3512.0_1.0,38.0
9973.0_2.0,90.0
2300.0_1.0,63.0
6357.0_4.0,8.0
28381.0_2.0,49.0
26768.0_1.0,21.0
34163.0_3.0,40.0
35375.0_3.0,14.0
28904.0_2.0,56.0
